5640:23198,23539,110245,68268,50267,47232,67186,75649,120567,80902
5644:76699,25529,17474,118518,73864,52072,85223,93992,4958,71534
5645:22770,40024,792,121369,39558,38164,61608,61013,51729,117735
5656:107849,113452,73873,75077,107616,27316,73925,65226,59230,87389
5666:83406,1825,89570,61983,94429,88651,69520,69190,46485,101256
5683:42195,115469,60397,57635,6895,37818,7913,117489,62431,28981
5691:689,40983,95218,28333,22735,120512,78015,21901,67764,59755
5696:111592,83795,38481,96997,119585,1461,47087,1260,119185,36825
5702:34367,21822,92155,1156,33528,91369,119714,61012,74068,122215
5707:84115,47487,57425,121192,106118,75902,26917,1645,20117,30081
5717:106272,82049,74254,46401,26272,55441,62954,52021,104535,68688
5718:105150,112536,47801,28540,53729,85418,5088,3573,49010,58337
5721:29246,110708,33557,6646,118755,29920,113199,30404,59948,72286
5722:25849,18861,115669,77576,9139,118744,69879,22545,69032,74053
5741:36624,100882,1185,99015,120029,78243,45654,119295,79370,114481
5765:60735,65702,28016,98382,17416,95521,96293,82540,100262,17916
5766:89862,54528,52694,39487,15894,48221,32404,21454,88720,88994
5780:105766,32389,14531,17669,100420,33458,30055,117631,93948,38221
5784:54691,64265,78137,12914,92100,59935,96311,97389,87821,73927
5788:116658,93435,59241,21067,43297,16256,30588,100998,11423,102135
5798:86860,67564,59700,66664,40243,73986,21160,23380,107297,28171
5803:112896,27036,22300,1313,55110,51718,86385,113097,109696,23323
5817:56814,83039,11110,72739,98124,26659,48509,61509,42148,9816
5822:15121,30800,16523,75419,93971,90469,4272,38315,930,37500
5834:10758,47607,111394,76542,24932,40107,64365,108274,71650,107985
5858:24003,52495,32147,68791,85011,5224,113359,119453,86679,40799
5863:21615,114932,57883,41523,59088,16872,111413,41200,71140,84897
5864:23275,118446,122878,102066,105081,51905,55531,82730,102304,85868
5865:107142,111963,82832,123194,56795,38003,63986,96142,52720,119675
5866:22631,72480,396,91557,59302,123237,102942,27099,79879,104307
5876:114404,51372,87556,38700,55790,97129,36470,61055,115040,83843
5884:53256,114049,24600,79439,105115,111970,47246,5321,113601,60634
5890:46629,92246,26676,111887,98330,29540,18703,24287,90653,47893
5891:61724,86881,120556,84410,14632,21114,99699,19837,7625,47795
5892:107835,45052,36955,93404,24079,67978,22715,3104,80039,83546
5894:90319,27429,83795,45066,53917,71515,6972,91955,54820,8226
5896:71407,103484,69196,24324,111859,107788,19835,121341,53445,119791
5904:41763,11144,89195,15300,13161,61037,89621,119087,33531,65732
5905:108162,104809,48219,53885,68581,41752,60237,7214,31323,13890
5922:62345,12707,104777,15947,6594,4496,37865,83048,60562,83596
5923:49554,79297,118339,87518,85652,1651,43057,92501,23923,27085
5943:45622,105176,116518,41953,116877,836,11836,78663,47113,64640
5947:21612,25656,16457,94312,96655,63043,113159,46073,44186,88225
5956:74720,121976,92345,23061,43579,86412,23751,79326,88185,115505
5964:73906,63305,6220,90442,12034,97642,24849,100576,91689,44313
5978:74473,22671,67056,14773,21172,56221,51650,46590,60483,42607
5990:28972,56802,98828,32600,81069,25060,45377,30925,82903,59276
5994:114860,98789,79926,96879,3595,66354,102376,77768,8404,80670
6001:12485,31745,121261,116403,120282,16981,104893,85187,11369,112636
6002:105421,51231,64298,21314,105694,35940,52092,70696,28089,31614
6013:3136,114790,41156,113829,86964,37163,83834,45612,20109,21898
6018:59557,95733,100848,11138,13324,46109,2848,7850,101576,113746
6020:104722,82420,106384,86284,117945,55154,85680,117633,4315,85935
6027:110161,112180,89465,1008,46899,43727,44233,13493,61516,40233
6031:39916,42340,51495,49223,59759,47167,47730,52133,93765,7220
6062:68996,33186,97974,50873,25910,46031,55644,65505,76176,57801
6067:85493,14140,106837,1492,5275,15174,86483,93564,47029,102171
6073:4738,56643,47731,112188,66820,75199,59673,95403,25935,91883
6076:85621,13006,79528,1163,72634,45181,91772,10217,54018,108934
6078:18934,52904,62084,62721,101607,111930,14349,93719,10206,30075
6083:23363,81611,88785,112204,26876,61803,103368,51256,100146,84818
6093:90872,93958,121519,95160,22769,51335,68880,79766,12424,121637
6109:80136,69753,95644,106382,97908,54655,23167,46571,43282,13539
6110:47866,95163,64655,20276,41030,12982,115636,16985,106041,22528
6118:60102,33888,14363,98680,8999,100208,24038,104707,16355,60196
6128:27095,11485,100504,100288,28384,60847,95219,86325,94072,106112
6135:69079,5184,13735,50205,40072,40208,93086,41849,93462,48582
6137:74966,14063,19176,79880,22375,122729,35441,108616,107313,21688
6139:112738,94558,85292,95235,18458,100969,7393,37774,48370,79923
6140:82716,61930,48349,15564,80843,8471,34215,65847,22858,54066
6145:101132,97764,79420,14347,87811,100107,2956,64505,53814,97283
6146:24168,19613,37890,88236,46936,6532,92014,73581,70590,113080
6155:34158,104775,58867,21531,25441,120573,104294,120332,100093,35361
6161:4614,6804,96282,16425,25748,107088,35760,79071,31654,103611
6162:98693,102082,99422,38957,112061,47150,51307,27321,53992,11896
6164:54603,119313,83282,98878,42490,91472,24591,90746,18148,32426
6179:122350,10454,54436,90592,2667,57825,103137,82297,76312,55867
6186:78894,88135,95419,92669,60907,23468,84560,93942,103205,122057
6192:1928,92447,92224,77343,31033,112059,122822,5926,66364,102613
6202:117209,36286,48902,92832,37939,111693,49797,43264,78710,44543
6205:86219,80682,63076,113178,92737,71489,86138,51435,101609,89007
6207:18022,113883,81374,41861,71742,32277,75695,57036,120247,97612
6210:79497,119526,12466,80071,38868,64672,42535,37400,35262,50603
6219:117876,116087,13228,50792,56165,66360,107289,76889,41622,104841
6228:26119,67583,1163,26650,35588,39622,36956,38157,96818,1135
6270:23878,56910,76929,113623,75228,78734,197,37290,48790,122248
6271:57702,44810,30545,119282,36167,44250,59479,98099,17146,78311
6274:17034,107069,93627,48781,63515,80903,72082,34032,10131,27930
6283:7811,54303,102489,55928,102425,10783,113984,88243,61723,5765
6290:35103,10022,83183,41002,3448,61991,74758,1943,100524,57022
6292:7165,28509,1724,113155,64724,62215,87489,77080,96644,68679
6298:32301,101568,91941,68647,99079,83584,96299,84872,39808,58339
6301:55867,109004,69858,66748,121348,1496,39237,48161,47458,120841
6312:52541,1231,56656,49173,85713,112709,22461,102717,61983,99110
6331:23641,97917,84980,23606,57184,1638,5723,63525,113657,93595
6336:71180,99479,109263,86609,9477,23364,95531,83768,1631,49416
6338:117244,30532,123149,48413,55006,74300,102736,42613,3065,74456
6345:99178,98471,114122,90203,55315,53474,113717,120996,24715,41986
6351:88564,92157,22207,51361,58263,69383,106480,84301,8941,52780
6357:27461,81952,108907,96014,85796,81116,105202,35307,56109,32312
6371:93561,40327,43039,119503,38288,1258,34136,20816,24411,76515
6391:82470,113683,23280,95010,94315,26119,32749,28524,104897,51257
6392:113080,45411,7391,22158,37233,98982,439,25083,43277,28303
6395:52685,44619,118084,87972,46731,46664,6756,117705,44629,81044
6404:5568,18508,41023,98676,612,72409,56945,19431,67608,11311
6407:113928,53527,46220,98915,52909,61271,68992,30420,10861,14735
6413:18420,49461,98761,115351,4435,5219,33346,108605,51690,92147
6420:50271,122688,62822,100950,99472,25201,27418,43362,25216,122386
6450:65480,33343,68053,99020,82983,54209,59854,56188,79780,98320
6457:82447,2938,13701,122874,41574,16969,47606,50892,117577,100635
6469:74505,118107,46930,120560,78647,10827,47781,42343,110387,76549
6475:28524,1641,40631,72795,50292,96676,57316,17893,100311,28603
6520:85348,22127,83819,58540,8495,118251,114411,13320,56365,26750
6536:120406,75582,95588,107327,10702,70667,37807,112155,19475,31706
6543:70854,63102,10390,111389,11085,122279,37550,84191,96404,50680
6555:83241,51092,107801,72413,113179,35376,41110,80562,100572,120718
6565:76725,90916,51855,86091,37168,105659,18909,9651,78626,102717
6568:14135,20359,112334,99511,40935,64788,10600,60833,3536,84704
6569:30765,92134,120450,112678,97385,29146,10483,50492,25123,104139
6587:23530,45390,9335,58707,30677,53427,116095,69063,49664,85940
6593:37435,73819,111599,104971,6970,63918,89120,4386,14877,97871
6594:68024,104,63095,11862,39092,107922,50939,90116,74994,109153
6597:96962,96000,122394,68669,61445,4009,68747,105043,1966,33136
6600:44728,41680,60053,62155,83018,117434,87483,113746,99209,39851
6601:48542,42260,38299,110269,2715,48303,31926,44850,52426,19618
6602:58862,78475,56073,105453,104400,73579,70621,95203,6307,170
6603:75836,101616,99456,118154,70830,9426,7830,5570,99547,63354
6641:79327,71333,83648,93386,118249,37571,20565,98869,49451,115906
6642:59169,28365,7737,107051,105977,94212,27147,65704,100391,37965
6655:16481,31541,85348,42304,38807,89628,76694,6239,61271,60160
6658:702,66055,34988,9559,101819,1012,6307,24271,28200,101159
6671:32086,91456,76174,56997,31024,80380,19650,44328,111341,70626
6676:104337,116290,16740,2121,92675,45757,113519,77870,93483,85384
6682:109755,84907,123296,66017,7123,115610,97991,118124,113453,66609
6694:105883,44581,75769,101854,13720,59663,7698,100019,101041,94100
6698:24065,43347,120441,41422,16898,50858,2529,101714,82464,89577
6723:113983,67406,112978,36103,79893,116863,114146,14865,73993,26480
6724:108640,10861,110002,1088,77055,93319,19971,6871,9536,76487
6725:107639,64877,106032,59126,13509,12921,114779,80132,6015,43652
6728:75906,7410,22620,22935,41670,4955,118626,92834,112833,45364
6735:36797,114683,41264,94808,108816,834,87668,81832,11041,39742
6736:110307,60345,14767,19248,112022,116882,70474,121231,106846,100682
6737:33240,122074,119051,36232,49537,12562,64942,96713,11192,116475
6749:29824,33576,13156,82408,24472,55653,28399,102252,87539,51982
6755:43950,1688,71988,89133,3736,121485,50536,117811,116884,18690
6773:20976,98310,94464,85889,93795,113729,7738,66440,37630,44647
6792:61657,57886,19229,44390,115491,7307,79013,3868,89579,13055
6793:92311,89398,101837,62630,95982,118633,28550,120414,61637,19747
6843:14110,99292,19178,13173,53142,121292,20951,118516,1069,6082
6851:45695,97499,66252,612,122202,118266,76264,59504,35159,117718
6881:39620,18052,89039,109604,58583,22123,70264,101149,111559,47351
6883:12124,117932,66993,58771,89686,30815,115814,15433,25327,24969
6886:14908,68210,72928,20578,115676,101442,108804,111166,120779,1478
6889:64853,43184,11474,7685,26957,59010,110963,34729,95300,111277
6894:105898,20811,42796,60545,26776,100567,114623,34594,40202,92837
6895:29814,15568,77497,83787,44013,50158,17587,66245,33393,51644
6898:41993,26760,52779,37957,114997,34611,14168,14912,37283,17200
6903:85222,20622,33553,84154,92332,27727,90931,67436,23564,57177
6932:2715,37536,94374,37561,38703,76276,2778,26872,107573,50542
6933:77234,42617,40165,123150,6607,95524,103036,40722,26190,32740
6935:76823,4633,77970,34025,36867,111350,58718,121654,60546,114150
6939:68486,77233,11735,83804,83513,73676,44997,16441,11845,107783
6948:12530,7944,73106,109350,9483,114248,47429,5773,34791,69915
6950:45280,24730,27692,60683,49690,97677,17036,54509,38531,75650
6958:120987,116266,17857,120362,2902,113677,95316,56736,55344,33633
6960:90624,16042,47014,83077,113791,73152,21148,65030,10646,101440
6966:60344,18841,82255,4145,103918,58460,64137,110232,36336,61151
6977:57964,74719,109373,67801,2155,96021,120286,88938,44899,20360
6982:6461,38736,41,91008,116062,17248,71811,6599,37261,52340
6983:115636,104284,51930,120627,32972,112098,111560,120168,63582,40986
6984:92660,91696,87304,10229,78544,90059,122210,99417,28750,13950
6992:18999,66384,103990,68999,104113,81107,64581,1897,86429,59030
7005:77439,103361,117289,14931,53164,50548,66780,14140,35002,102996
7019:110726,104323,110928,96228,30098,65830,18068,50505,121083,99797
7027:121531,13541,22517,1345,83557,105108,60496,107318,92473,32003
7034:85645,47320,98462,75280,12608,81149,68906,105674,13293,21478
7035:51748,109956,92185,47490,8136,10678,1446,56187,26047,95482
7036:75103,87941,120823,7907,47219,41669,44422,98315,82967,93710
7044:106069,24157,8780,26217,115834,70168,70201,71266,23677,12
7053:39742,36676,32005,68507,25120,17213,123284,92684,72027,83520
7059:3647,7485,112694,102471,69216,93907,107087,74755,540,64510
7069:58634,89357,106352,8604,30196,59838,18852,34489,78188,58954
7077:19512,81444,15308,14868,70067,25506,62125,102108,6230,40840
7096:113442,66327,44762,92033,11025,99556,15419,52974,104455,74829
7112:6266,71709,110522,78353,60976,27136,110154,39791,29924,67504
7116:62373,77127,68131,101615,19005,110169,56201,19815,92854,94769
7118:5949,5035,67193,78703,102327,120691,76917,85580,12137,19999
7133:100069,74477,121148,29580,2959,83061,49755,101764,55043,84395
7137:28453,89565,118061,110759,114928,4066,108977,34506,94977,76155
7140:9785,60269,10676,31483,48549,31991,106142,103542,7928,71312
7159:102263,4492,33305,46519,17557,15237,58904,66658,58248,121452
7173:68710,48464,88078,37937,88929,89109,7597,77005,46729,23665
7178:99508,21131,76491,84861,87706,21952,97323,82668,5609,112424
7183:68218,30411,54498,84328,69507,35193,29458,72557,9512,20762
7184:48153,66330,3139,98248,17624,23512,26488,110529,84934,19581
7188:13050,121883,21142,81363,20652,49045,39571,84065,93636,86866
7192:69914,30619,18894,84902,39796,48260,46960,121322,118377,72822
7196:120139,2150,118117,71899,60955,65991,24738,100062,29984,111288
7203:85079,110445,17219,933,87089,94572,19634,37395,36957,84040
7214:23021,111263,67459,92520,1929,2255,77488,63439,115827,23766
7224:5005,121287,43583,113290,2983,62329,46450,1788,29929,111000
7225:40468,116428,40381,112002,6794,72260,85568,86342,93976,106015
7230:105396,16106,35243,5490,7086,32245,110536,1759,102126,83062
7232:112308,93818,120953,14441,52848,43168,54424,15453,8357,61229
7239:88395,33051,111778,30330,4445,49645,99585,34609,71530,78348
7242:112521,66411,71225,109567,70953,54278,16048,5922,91101,12790
7254:15245,3618,104977,101924,34879,52958,39060,53772,15906,25653
7268:9680,115850,122150,122766,76004,61515,44054,6173,7305,10661
7291:6402,58637,114540,12419,49987,15733,108475,5702,12233,55922
7294:35042,70068,9827,19932,90297,39213,60265,13411,107868,70429
7299:117465,31595,14119,60523,119436,101715,85386,56535,49902,2968
7303:68409,29829,8652,82891,81191,12619,21848,43296,90598,49214
7326:36770,21192,55271,101113,122566,84382,79527,65147,5246,3669
7340:121103,97849,10970,70656,73872,21725,31780,52702,92517,101314
7346:77140,93956,95722,43470,89050,71233,62678,83670,41752,108653
7348:65170,49560,68412,112196,36201,8974,102726,102788,48178,118670
7351:48896,61710,29366,65661,26085,982,79491,86599,91025,44951
7356:109060,105495,29929,84732,53092,69375,67998,87884,31618,3809
7366:99467,92651,86840,27846,4017,27812,25904,1109,42699,118654
7367:103858,72898,87254,8704,2959,8909,107611,92236,28101,27236
7383:62520,8507,87853,87029,95792,52016,29922,52595,25502,93808
7397:16296,53170,73924,52650,10126,73674,42222,73030,51351,117563
7410:88628,73346,43101,112103,90799,96175,21737,77399,112089,101676
7414:56288,61852,79486,115064,9205,13650,51899,81657,64984,47109
7419:59913,11276,29171,39360,89434,16378,29118,92797,61722,20579
7429:94932,58475,40713,95276,115108,16998,34492,25649,18834,91908
7433:104752,91986,110403,73466,67438,93668,104333,108864,2318,120938
7444:108195,102726,106809,46725,35317,13335,31134,116330,3387,75935
7451:31349,87649,19436,102340,107136,98084,40406,39126,23344,69197
7461:65718,56017,106825,52147,11388,52336,119476,583,105507,76957
7466:66590,42520,5576,9429,17104,66302,6661,92911,115191,65611
7467:93845,67314,71109,17015,9191,103305,103889,71772,42885,26942
7488:57788,17697,107681,122155,102795,13112,90423,25601,35429,7247
7489:8149,24420,53960,30816,55953,107257,1413,47140,33714,46718
7517:37602,52707,28116,68309,121880,107274,93318,30040,91953,4953
7518:84141,23314,34708,5629,118701,44607,4346,63044,41070,91990
7519:116876,26594,43436,79238,92273,36652,68627,39002,8093,104426
7527:65135,75588,87335,15061,41795,59662,50560,19702,48597,38658
7542:57428,56390,106990,85373,99528,69283,48812,35976,112131,46568
7555:66750,12507,25278,23906,90799,116380,63657,33870,18861,3518
7556:66018,71617,1431,113564,74050,112063,13061,52469,103438,76401
7558:53540,33347,71468,96802,118449,122611,97419,5763,6948,78041
7563:95791,72534,68943,7227,36368,99815,46415,60656,7207,28382
7572:55151,53209,98781,54544,107102,106576,117470,112629,79958,59958
7586:83052,12887,30328,37195,117854,98732,92915,19296,51011,54157
7590:28377,30906,36089,13516,75049,61623,84357,119828,22659,122874
7603:71428,95381,34636,80209,73526,20983,77775,18569,98400,87776
7605:56192,91170,97504,40594,101560,120880,2488,27805,78236,48109
7607:33985,103388,106493,32593,100010,22557,109201,98164,36703,18852
7608:107889,71850,83201,41926,45811,94674,28078,106541,44335,50069
7612:99787,78550,108212,85247,4103,19944,83703,46741,23176,45082
7617:45275,16438,74772,55534,4562,17471,4626,60271,12001,68198
7637:26433,96293,119444,4982,25739,111026,44575,4820,16347,107025
7657:113986,74022,28037,24357,18315,76274,114580,46819,91130,68778
7661:119224,85088,388,33115,44351,16957,123324,100765,76145,120976
7678:109406,114931,8597,60490,117864,101819,51754,50853,123087,48026
7682:45040,14302,106043,26658,99930,21026,8401,24012,87169,57853
7692:61002,80593,84552,117879,32014,53803,112817,95468,39385,98478
7699:32275,15379,13939,19921,25620,87547,68295,108499,85853,81364
7707:29107,47959,115894,21059,73079,116154,79297,15353,25009,82696
7708:33047,103580,93654,84884,18312,106886,2372,5559,53151,38842
7713:93988,97667,33164,36941,69692,120780,88466,89606,118155,20547
7734:11286,113941,18786,120505,20991,26937,59924,22863,39481,28150
7741:70184,115489,15241,34481,55154,82102,92444,116055,11942,41340
7742:107918,106751,115416,35038,69135,4115,31941,3111,113238,70212
7743:62690,121427,668,84790,27027,23405,31816,18140,94728,8421
7751:42419,101195,76105,121765,17047,115191,69775,47795,123040,77455
7760:23202,106482,102372,52544,101164,57702,49756,67568,84795,25030
7766:41861,99687,75061,45042,45426,18252,121929,29952,37177,91841
7787:80196,87647,27556,97215,82712,30847,31590,70722,10795,7774
7813:34211,92496,88231,96505,91310,11492,99932,11305,102514,114317
7818:90863,108590,43986,4094,42139,105313,9191,9481,104333,12869
7823:111446,57030,11995,86778,55652,115444,61904,93775,9306,28451
7825:87221,24043,16743,43390,48942,34247,35174,85896,13579,75533
7833:103131,98479,93096,65275,81897,122143,108916,59941,20709,107541
7841:18482,48410,17546,108488,119776,110583,92480,17576,115612,57934
7844:114949,107934,52912,36215,120879,115239,31329,32406,122229,31456
7850:33599,76010,101137,102038,53462,72000,73569,121121,47783,60450
7863:73449,107140,9332,115794,10969,3379,69718,88397,11147,2477
7869:25745,25073,115018,65598,90768,58187,10927,117205,57692,78256
7888:54662,45919,116446,41053,106684,77258,58912,90314,41221,28237
7889:49853,21865,86772,50483,100740,123026,53648,53609,16688,37725
7894:58746,116070,65861,107708,4851,50284,99478,3600,90712,15081
7903:4402,123269,103004,112595,59914,39372,92959,41583,98223,91549
7915:56529,55449,37331,34236,45583,120044,52189,85277,23547,122879
7921:67607,27713,88905,31869,14744,60248,69334,118608,44244,37107
7945:60787,16508,105665,68246,122027,34475,35215,32142,106495,19546
7946:42288,33424,99017,58133,1955,13014,28891,69564,115127,60406
7949:118389,82862,46997,97281,4257,46425,104510,38172,14107,117154
7951:95551,48278,21227,36865,50469,28430,82390,35042,25565,17299
7958:32106,7005,67124,38651,66143,99914,108336,79683,17096,29975
7962:104033,108559,28494,17330,40326,120816,89028,27911,61175,20100
7964:43341,84924,90844,121813,35283,38070,8596,29865,118078,58356
7967:67830,66589,3138,33541,22931,75111,86331,96413,83925,42846
7969:55691,118142,86949,112180,82343,47104,26581,59159,73790,108598
7975:73225,54255,20971,113489,94466,16551,104508,71496,83078,36495
7976:42006,62712,3011,15583,54170,69853,29278,47026,94691,85905
7977:23805,61974,77938,16553,1629,47010,31432,77243,102259,2276
7981:32375,96215,60163,70762,32205,11254,92695,29401,107590,64325
7990:46432,116871,69924,5649,93488,94673,96434,86476,71217,87633
8002:70103,75291,113900,99519,94073,112896,71013,100849,120510,50841
8008:14555,27222,68249,61826,61910,18754,118923,56798,87959,121987
8009:67310,113072,102153,46361,79656,5519,77058,67015,80827,17117
8023:112743,18534,39053,83132,100425,25480,57703,45749,4941,41965
8032:67803,81523,104559,37194,97443,113087,30503,98482,66911,104142
8036:111270,26350,4340,19212,46571,30946,98021,71307,66910,38795
8054:52949,101759,13166,106082,116234,106254,108353,88967,25166,69870
8065:90878,97219,79470,40799,107428,21301,5052,21157,33634,767
8068:93228,97278,22229,118791,14019,3667,29733,35191,6771,62099
8069:102710,97699,15131,99155,91161,87654,20646,72111,39557,31513
8081:107573,62279,15399,43198,33146,32092,41261,70555,15344,839
8090:63576,53773,101008,119079,5828,86859,37450,108916,119104,113494
8097:52276,33182,27949,14667,72127,122734,121586,70461,42104,72738
8103:16242,75291,22079,15252,8600,4638,33309,812,45722,14172
8104:6226,43098,42677,68352,64417,27717,101584,32210,104727,18772
8130:122442,72626,4129,21535,64127,65877,52042,81,107991,123171
8134:41316,24766,97835,44614,91493,66640,105877,62699,109023,107788
8137:43705,79433,75702,9127,114668,114947,43429,13708,46272,42079
8141:107648,62617,119826,108205,122904,17467,83776,44847,52373,42172
8144:67003,101424,48622,117186,34677,36320,10263,53201,103662,749
8150:73570,6803,2198,102154,24194,113896,5127,65133,6999,64666
8159:63780,9009,9475,53397,112580,18606,81091,19476,62416,50511
8161:8760,43050,71976,99902,48519,28035,11047,66330,83556,41065
8163:43745,77905,122146,104082,80587,65577,107757,72982,17982,5300
8184:50329,70995,81231,88808,7786,64575,5691,41887,50747,84908
8186:46449,9414,35452,106074,22043,2935,81560,27481,86348,43005
8200:54300,22249,120303,37304,97859,586,26496,57263,44038,102555
8206:56809,20827,34375,35899,95094,67966,52779,116131,39481,23583
8217:35716,50975,107942,52089,46358,65824,58048,67755,2635,7299
8224:106082,41975,40366,83035,105478,92674,78389,39043,48151,24702
8225:19266,73585,25545,24437,114613,10865,38823,86329,4084,116434
8227:23524,55150,97070,96251,88845,98046,93213,90124,19744,34762
8229:101799,103002,75951,82879,37016,83670,108563,81796,93819,107372
8245:37515,3692,98772,79804,87563,87766,63585,101571,116599,96399
8263:34112,25466,36844,100146,46918,108755,45585,97297,38631,93501
8264:75620,15769,11007,66534,74188,103569,40305,46343,52893,118068
8270:99952,48680,48565,93844,120712,78206,831,27889,57102,52635
8276:59957,35153,86341,100622,24545,59929,90988,56759,49198,59989
8285:100595,84532,81504,70457,19853,48054,70981,33568,5979,116105
8286:30409,29651,65920,70534,120512,22781,52637,53128,77080,28696
8287:35598,40905,39579,55501,74752,35754,32722,98643,87764,22361
8290:42600,68031,56462,35420,112295,23250,44691,51898,35292,3416
8310:41414,88798,36778,86474,11673,74989,23295,25490,29362,9383
8314:117458,85521,115780,121191,52418,10165,105454,45115,32040,75817
8325:3165,26273,13600,104657,6671,3394,27176,51684,76086,97981
8326:54256,59520,12564,56747,32797,5718,79955,74230,89657,100574
8334:62959,68773,49720,39767,66417,77403,38690,44913,93974,120545
8336:14337,10262,47165,69089,89318,7667,13139,8941,43530,37342
8343:78007,67708,6194,46577,119588,107852,34840,88701,56012,108594
8347:93297,21403,7202,95474,96935,80818,113379,50800,8990,64121
8352:26737,77577,80814,56462,32970,85112,55041,77847,14090,100237
8368:79862,79726,119103,9407,27788,2337,69976,68716,23951,35377
8380:20453,43454,18626,104458,49715,115570,17153,74311,20261,118390
8396:31058,102534,42652,65701,46498,57787,95244,23539,17592,34466
8401:83229,32043,28576,91121,580,39722,60736,53118,31237,1711
8406:6586,78314,40259,112044,112684,112662,82012,119253,52759,113150
8411:12916,5291,86782,28258,17022,20159,117471,70139,83944,29686
8413:121062,64083,29144,71990,29972,13518,19578,114643,97128,82308
8435:50714,112770,58088,111454,94470,46873,21162,7536,71542,41092
8449:51251,110426,59291,17802,9717,89695,106938,40137,102535,42744
8450:121273,93816,44072,55968,78610,80262,120258,122356,80508,44605
8476:114930,101261,67563,45690,1687,20400,48721,102964,26952,103973
8477:100700,118941,98115,59729,73537,29431,14157,88464,42197,121197
8491:94781,77546,82823,56072,25698,56975,20268,58109,25051,122004
8499:7356,64016,92694,71511,24720,39482,87392,52826,102790,44943
8500:50861,3909,33676,37728,70216,116128,36454,41763,105997,65103
8510:102763,47022,83920,108941,107075,102506,108647,2137,79464,2008
8513:63456,97704,6085,20419,102503,91730,589,39152,57282,101486
8517:90457,48086,51885,30459,62489,114718,114495,101558,21911,121376
8530:113904,24014,81693,24960,40777,87763,52796,58159,108245,120710
8531:27467,56613,12734,50782,53331,65970,20638,90709,636,25698
8534:662,72720,103565,1346,45470,51114,97606,44428,112026,85308
8536:120388,110375,102164,11976,75904,73631,62263,78488,35652,99956
8537:18479,26350,73979,60878,69990,120806,22497,19495,105214,114856
8552:21465,46011,54974,97880,118266,86205,43150,51936,9028,22626
8569:92487,36334,3333,21265,69084,91059,92509,91490,89842,9945
8578:10400,40273,66894,27313,56165,38510,24568,53389,78206,92041
8581:105358,80893,71882,73221,98366,70715,66741,113538,14247,2868
8582:31651,78576,22509,100430,3201,21151,48089,50048,94723,48900
8600:115439,107960,18445,81481,74522,83178,23382,5350,93223,9866
8603:91199,113368,113198,71491,118144,4496,28367,84146,6981,94024
8635:28758,72250,92576,105721,97469,76117,43712,96225,104,64149
8636:100734,87308,102492,35277,49811,101573,104791,24839,52628,39894
8637:106492,36127,60735,57748,39944,62209,75165,120264,22655,93944
8644:34821,36778,97683,119832,54805,97687,116965,113696,24943,44362
8651:109321,107172,19390,29577,105948,101346,49914,46711,77207,33483
8660:30170,40135,101112,74433,76803,94154,103453,115163,25235,12749
8670:101870,11251,72183,32777,90661,29279,64266,75562,91622,105847
8681:72529,16366,63348,121908,79684,114806,1376,52527,103989,30348
8692:9158,49515,8484,96867,82397,68560,57681,9493,9801,13769
8711:116522,83803,82967,120579,110020,76135,90820,56113,22249,46973
8717:31892,111343,101042,143,40044,93849,10927,50684,98900,24535
8718:52646,48512,45512,70572,62737,68452,26757,86301,7821,109233
8719:2269,30905,118547,75822,49888,60712,66142,92439,110394,9312
8735:8337,6640,67481,77594,85940,10071,116856,72353,61555,47043
8736:14736,108747,44088,15360,64043,116854,42856,80659,89401,14849
8746:9380,79455,113455,18021,13365,116201,35148,120433,68359,76332
8747:32995,96140,34895,16803,51436,34431,49088,2404,103880,73739
8755:76836,73881,59807,111741,111311,105103,33944,97353,93569,82422
8760:62226,35697,51539,72148,56733,20701,10265,33146,24459,42298
8765:119598,38791,45650,13668,20901,54662,6609,113740,62481,72490
8768:46749,100025,43548,669,44804,115728,59960,44729,58364,33537
8771:66012,70405,62432,86538,120839,15913,106242,61711,66299,117441
8774:21809,6365,41211,90759,7031,37061,76357,89186,13965,59993
8782:117691,115306,71659,14689,92793,77016,45852,92402,95007,12410
8788:9750,88124,6329,21065,70799,118652,62175,34576,104667,116052
8789:115488,117266,56213,110049,1336,11546,47594,96373,58485,56500
8790:76167,101861,84413,77541,56016,6343,108613,1568,59107,83628
8802:72342,57901,21654,46819,15865,86562,86457,78303,58695,61939
8810:85609,19637,49646,64764,117731,109832,111931,17968,118381,107174
8812:23595,111611,2686,14358,26976,88510,57575,74614,70564,20110
8822:96337,89695,69054,70239,96231,24906,51230,85335,121579,96270
8825:87676,98612,45352,111943,90069,84149,104895,20550,79132,85679
8844:81956,30002,18914,86062,84494,41304,42474,75870,13733,5239
8850:100126,47621,30922,49885,15551,64086,63021,109621,85363,122600
8852:32457,80555,411,41193,75475,39492,108508,94516,11375,78989
8862:17653,28078,80828,12710,35169,22272,18751,40888,101934,73613
8863:30307,89930,118143,117611,66228,13039,55543,16156,28744,10115
8868:110613,29774,87901,43654,20288,39874,92018,57109,100706,51820
8870:12263,77502,50885,26570,7989,17170,116358,45926,37481,105053
8872:82536,118269,89935,39842,78821,41614,96529,121224,61182,66964
8877:72669,37837,20234,16191,15961,23425,10056,68336,67478,82941
8889:28997,429,41514,107632,113659,73821,55537,97083,118942,42847
8890:50326,118455,114532,61263,117941,4829,34432,113365,97645,87263
8900:80445,60397,8106,83129,98648,86030,69249,30015,106872,54287
